ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Armatimonadota	38
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Fusobacteriota	816800
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Bacteroidota	114006
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Chlorobiota	258
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Rhodothermota	46
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Ignavibacteriota	27
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Balneolota	1
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Gemmatimonadota	38
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Candidatus	16
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Fibrobacterota	12
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Thermodesulfobacteriota	101128
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Campylobacterota	6564
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Planctomycetota	1559
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Verrucomicrobiota	1072
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Chlamydiota	72
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Candidatus	30
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Kiritimatiellota	15
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Myxococcota	1982
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Spirochaetota	1399
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Synergistota	950
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Acidobacteriota	922
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Candidatus	238
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Candidatus	1
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Candidatus	1
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Aquificota	218
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Thermotogota	132
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Nitrospirota	130
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Bdellovibrionota	115
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Chrysiogenota	88
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Deferribacterota	73
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Calditrichota	45
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Nitrospinota	33
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Elusimicrobiota	18
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Dictyoglomota	5
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Coprothermobacterota	2
ERR1995214_mpa_pylum.mpa	d__Bacteria|p__Atribacterota	2
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Bacillota	7171689
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Actinomycetota	1210877
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Cyanobacteriota	14958
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Mycoplasmatota	9283
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Deinococcota	7314
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Chloroflexota	4668
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Armatimonadota	715
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Thermomicrobiota	532
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Bacteroidota	2440701
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Chlorobiota	2351
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Rhodothermota	1030
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Ignavibacteriota	340
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Balneolota	213
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Gemmatimonadota	1003
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Fibrobacterota	660
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Candidatus	63
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Pseudomonadota	472570
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Verrucomicrobiota	153478
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Planctomycetota	9673
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Kiritimatiellota	582
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Chlamydiota	431
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Candidatus	186
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Lentisphaerota	35
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Thermodesulfobacteriota	80261
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Spirochaetota	12366
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Myxococcota	10414
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Campylobacterota	9310
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Synergistota	9278
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Fusobacteriota	5536
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Acidobacteriota	5134
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Thermotogota	2034
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Nitrospirota	1091
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Deferribacterota	785
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Bdellovibrionota	785
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Candidatus	229
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Candidatus	99
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Candidatus	69
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Candidatus	45
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Aquificota	465
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Nitrospinota	370
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Elusimicrobiota	278
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Calditrichota	238
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Chrysiogenota	229
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Dictyoglomota	148
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Atribacterota	107
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Caldisericota	46
ERR1995215_mpa_pylum.mpa	d__Bacteria|p__Coprothermobacterota	22
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Bacteroidota	7633547
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Chlorobiota	2228
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Rhodothermota	1007
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Ignavibacteriota	603
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Balneolota	111
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Gemmatimonadota	788
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Fibrobacterota	573
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Candidatus	91
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Bacillota	6070802
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Actinomycetota	735582
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Mycoplasmatota	15752
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Cyanobacteriota	12458
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Deinococcota	6313
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Chloroflexota	3973
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Armatimonadota	608
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Thermomicrobiota	554
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Verrucomicrobiota	622684
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Planctomycetota	8710
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Kiritimatiellota	520
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Chlamydiota	349
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Candidatus	233
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Lentisphaerota	32
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Pseudomonadota	505074
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Thermodesulfobacteriota	64894
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Spirochaetota	13017
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Campylobacterota	12260
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Myxococcota	9337
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Fusobacteriota	6207
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Synergistota	6099
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Acidobacteriota	4423
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Thermotogota	2253
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Nitrospirota	985
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Deferribacterota	886
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Bdellovibrionota	840
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Candidatus	335
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Candidatus	53
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Candidatus	37
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Candidatus	33
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Aquificota	460
ERR1995216_mpa_pylum.mpa	d__Bacteria|p__Elusimicrobiota	279
